comparison,median_transition_status,median_last_bmd_new_nodes,median_first_sparse_new_nodes,median_ratio_bmd_side,median_ratio_sparse_side,median_new_nodes_estimate,robust_transition_status,robust_last_bmd_new_nodes,robust_first_sparse_new_nodes,robust_ratio_bmd_side,robust_ratio_sparse_side,robust_new_nodes_estimate,median_last_bmd_pairs_per_new_node,median_first_sparse_pairs_per_new_node,robust_last_bmd_pairs_per_new_node,robust_first_sparse_pairs_per_new_node,corr_log_bmd_time_vs_log_new_nodes,corr_log_ratio_vs_log_pairs_per_new_node,bmd_time_exponent_vs_new_nodes,bmd_linear_intercept_s,bmd_linear_s_per_new_node,bmd_linear_r2,median_sparse_time_s,linear_predicted_crossover_new_nodes,max_bmd_speedup,max_bmd_speedup_new_nodes
sparse_over_bmd_cold,BRACKETED,28,32,1.04824813325675,0.968443960826986,30.3802656893092,BRACKETED,20,24,1.07055435565155,0.958539603960396,22.467462373444,2340.57142857143,2048,3276.8,2730.66666666667,0.963672806204502,0.983915678548348,0.897319170965073,0.000195511111111111,4.565e-05,0.857382480856729,0.001709,33.1541925276865,3.75722543352601,8
