comparison,median_transition_status,median_shift_low,median_shift_high,median_ratio_low,median_ratio_high,median_shift_estimate,robust_transition_status,robust_shift_low,robust_shift_high,robust_ratio_low_side,robust_ratio_high_side,robust_shift_estimate,last_sparse_new_nodes,first_bmd_new_nodes,last_sparse_result_nodes,first_bmd_result_nodes,last_sparse_pairs_per_new_node,first_bmd_pairs_per_new_node,sustained_median_bmd_from_shift,sustained_robust_bmd_from_shift,corr_log_bmd_time_vs_log_new_nodes,corr_log_bmd_time_vs_log_result_nodes,corr_log_sparse_time_vs_log_result_terms,corr_log_ratio_vs_log_pairs_per_new_node,bmd_time_exponent_vs_new_nodes,sparse_time_exponent_vs_result_terms,max_bmd_speedup,max_bmd_speedup_shift
sparse_over_bmd_cold,BRACKETED,7,8,0.384602397433733,1.46124523506989,7.71585311708188,BRACKETED,7,8,0.355895915678524,1.29823493609251,7.79831462034903,38,8,23,16,1724.63157894737,8192,8,8,0.997873349601777,0.968584256211907,-0.857361388267138,0.996070133875471,1.0390199219877,-0.11086067188471,1.75820379965458,9
