comparison,median_transition_status,median_templates_low,median_templates_high,median_ratio_low,median_ratio_high,median_templates_estimate,median_bmd_nodes_estimate,last_robust_bmd_templates,first_robust_sparse_templates,sustained_sparse_median_from,sustained_sparse_robust_from,max_compression_sparse_over_bmd,min_compression_sparse_over_bmd,max_bmd_speedup,max_bmd_speedup_templates
sparse_over_bmd_cold,SPARSE_FASTER_ALL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,360.087912087912,2.04595404595405,0.414440311126141,1
