predictor,replay_cases,replay_routed,replay_coverage,replay_routed_accuracy,replay_false_bmd,replay_false_sparse,replay_uncertain,replay_new_node_median_ape,holdout_cases,holdout_routed,holdout_coverage,holdout_routed_accuracy,holdout_false_bmd,holdout_false_sparse,holdout_uncertain,holdout_bmd_recommendations,holdout_bmd_precision,holdout_sparse_recommendations,holdout_sparse_precision,holdout_new_node_median_ape,holdout_new_node_p90_ape,holdout_predictor_median_s,holdout_predictor_over_faster_operation_median,synthetic_exact_training_cases,synthetic_exact_test_cases,synthetic_exact_test_median_ape,synthetic_exact_test_p90_ape,synthetic_exact_test_max_factor,fresh_exact_reference_cases,fresh_exact_reference_median_ape,fresh_exact_reference_p90_ape,fresh_exact_reference_max_ape,routing_policy_note
v0.9-static-20260820,38,32,0.842105263157895,1,0,0,6,0.0428513628603005,11,9,0.818181818181818,1,0,0,2,5,1,4,1,0.00987403491396677,0.520043196544277,0.000171,0.131440588853838,800,200,0.0535381137144821,0.143389516806096,1.47826496628548,200,0.0508,0.1364,0.2604,conservative; UNCERTAIN is an allowed outcome; thresholds are MATLAB-v0.5-v0.8 calibration guides
